Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2017-12-29","14814721127803.77","5678025418389.98","20492746546193.75","1","2018","1","2017","4","12","29"
"2017-12-28","14868636178621.04","5624318395390.82","20492954574011.86","1","2018","1","2017","4","12","28"
"2017-12-27","14862808365456.60","5629704149394.40","20492512514851.00","1","2018","1","2017","4","12","27"
"2017-12-26","14861711360306.43","5630873550993.88","20492584911300.31","1","2018","1","2017","4","12","26"
"2017-12-22","14867653982349.78","5625220509932.80","20492874492282.58","1","2018","1","2017","4","12","22"
"2017-12-21","14874300693417.93","5618646188698.41","20492946882116.34","1","2018","1","2017","4","12","21"
"2017-12-20","14872404179962.78","5620119378124.77","20492523558087.55","1","2018","1","2017","4","12","20"
"2017-12-19","14859375221697.58","5633219355170.59","20492594576868.17","1","2018","1","2017","4","12","19"
"2017-12-18","14871115134574.13","5621550538825.78","20492665673399.91","1","2018","1","2017","4","12","18"
"2017-12-15","14876465319221.51","5616413400705.80","20492878719927.31","1","2018","1","2017","4","12","15"
"2017-12-14","14875266962033.88","5617682770178.48","20492949732212.36","1","2018","1","2017","4","12","14"
"2017-12-13","14865185323828.93","5622317179787.33","20487502503616.26","1","2018","1","2017","4","12","13"
"2017-12-12","14864589132682.79","5628018800183.84","20492607932866.63","1","2018","1","2017","4","12","12"
"2017-12-11","14864791729195.87","5627886010973.41","20492677740169.28","1","2018","1","2017","4","12","11"
"2017-12-08","14864901290186.69","5627985905382.45","20492887195569.14","1","2018","1","2017","4","12","08"
"2017-12-07","14905960878769.59","5635140632474.66","20541101511244.25","1","2018","1","2017","4","12","07"
"2017-12-06","14913765477253.30","5632676363419.12","20546441840672.42","1","2018","1","2017","4","12","06"
"2017-12-05","14913709643612.75","5632913935590.77","20546623579203.52","1","2018","1","2017","4","12","05"
"2017-12-04","14914001967724.12","5626358389132.93","20540360356857.05","1","2018","1","2017","4","12","04"
"2017-12-01","14914017544075.96","5617828676137.66","20531846220213.62","1","2018","1","2017","4","12","01"
"2017-11-30","14918713237390.02","5671678704922.24","20590391942312.26","1","2018","1","2017","4","11","30"
"2017-11-29","14902566209169.93","5661601162566.77","20564167371736.70","1","2018","1","2017","4","11","29"
"2017-11-28","14902207939416.99","5665729024781.07","20567936964198.06","1","2018","1","2017","4","11","28"
"2017-11-27","14901318823430.05","5662359743024.27","20563678566454.32","1","2018","1","2017","4","11","27"
"2017-11-24","14900676192116.56","5656602880573.99","20557279072690.55","1","2018","1","2017","4","11","24"
"2017-11-22","14881227677647.08","5652152263158.39","20533379940805.47","1","2018","1","2017","4","11","22"
"2017-11-21","14881051281288.87","5665875273178.91","20546926554467.78","1","2018","1","2017","4","11","21"
"2017-11-20","14879996080226.06","5658367304749.70","20538363384975.76","1","2018","1","2017","4","11","20"
"2017-11-17","14879382020564.05","5654637342426.52","20534019362990.57","1","2018","1","2017","4","11","17"
"2017-11-16","14878274733915.74","5650935482753.11","20529210216668.85","1","2018","1","2017","4","11","16"
"2017-11-15","14860504463573.10","5646841219465.58","20507345683038.68","1","2018","1","2017","4","11","15"
"2017-11-14","14845581756782.57","5658004536525.80","20503586293308.37","1","2018","1","2017","4","11","14"
"2017-11-13","14845405544955.47","5652478409549.90","20497883954505.37","1","2018","1","2017","4","11","13"
"2017-11-10","14844847254488.20","5622528410267.12","20467375664755.32","1","2018","1","2017","4","11","10"
"2017-11-09","14844966680594.30","5651125942218.23","20496092622812.53","1","2018","1","2017","4","11","09"
"2017-11-08","14823147147125.58","5648908429793.13","20472055576918.71","1","2018","1","2017","4","11","08"
"2017-11-07","14823047871224.46","5659208033399.90","20482255904624.36","1","2018","1","2017","4","11","07"
"2017-11-06","14822172493990.24","5652677544564.30","20474850038554.54","1","2018","1","2017","4","11","06"
"2017-11-03","14821576459075.11","5647433738272.85","20469010197347.96","1","2018","1","2017","4","11","03"
"2017-11-02","14821642013459.12","5663307574868.24","20484949588327.36","1","2018","1","2017","4","11","02"
"2017-11-01","14799846092284.06","5653441941354.77","20453288033638.83","1","2018","1","2017","4","11","01"
"2017-10-31","14751446096800.09","5691027453089.30","20442473549889.39","1","2018","1","2017","4","10","31"
"2017-10-30","14772105054082.36","5681263828026.98","20453368882109.34","1","2018","1","2017","4","10","30"
"2017-10-27","14771761981329.47","5682375506683.18","20454137488012.65","1","2018","1","2017","4","10","27"
"2017-10-26","14770807412108.47","5682437730684.15","20453245142792.62","1","2018","1","2017","4","10","26"
"2017-10-25","14752404082815.06","5687282519243.60","20439686602058.66","1","2018","1","2017","4","10","25"
"2017-10-24","14752220482289.41","5691234938952.10","20443455421241.51","1","2018","1","2017","4","10","24"
"2017-10-23","14751842197140.46","5683797149680.57","20435639346821.03","1","2018","1","2017","4","10","23"
"2017-10-20","14751548923140.46","5680485341971.32","20432034265111.78","1","2018","1","2017","4","10","20"
"2017-10-19","14751485824572.24","5681930190411.20","20433416014983.44","1","2018","1","2017","4","10","19"
"2017-10-18","14739697415648.19","5683673009700.70","20423370425348.89","1","2018","1","2017","4","10","18"
"2017-10-17","14739562952258.94","5693830747430.42","20433393699689.36","1","2018","1","2017","4","10","17"
"2017-10-16","14739245430435.61","5683726932678.68","20422972363114.29","1","2018","1","2017","4","10","16"
"2017-10-13","14709006397087.96","5675187625108.08","20384194022196.04","1","2018","1","2017","4","10","13"
"2017-10-12","14709162273815.65","5673016383243.91","20382178657059.56","1","2018","1","2017","4","10","12"
"2017-10-11","14703235756668.05","5672261747242.54","20375497503910.59","1","2018","1","2017","4","10","11"
"2017-10-10","14702512422837.40","5680659058141.40","20383171480978.80","1","2018","1","2017","4","10","10"
"2017-10-06","14702051155625.84","5671180256537.12","20373231412162.96","1","2018","1","2017","4","10","06"
"2017-10-05","14699886899813.05","5671286502639.18","20371173402452.23","1","2018","1","2017","4","10","05"
"2017-10-04","14678619924422.85","5668028257215.06","20346648181637.91","1","2018","1","2017","4","10","04"
"2017-10-03","14678605049125.80","5665146138982.01","20343751188107.81","1","2018","1","2017","4","10","03"
"2017-10-02","14679489825137.65","5668312511340.15","20347802336477.80","1","2018","1","2017","4","10","02"
"2017-09-29","14673428663140.94","5571471352912.57","20244900016053.51","1","2017","4","2017","3","09","29"
"2017-09-28","14649194898519.78","5554473955287.98","20203668853807.76","1","2017","4","2017","3","09","28"
"2017-09-27","14632295977672.22","5556653461561.41","20188949439233.63","1","2017","4","2017","3","09","27"
"2017-09-26","14632474734832.72","5568253805415.55","20200728540248.27","1","2017","4","2017","3","09","26"
"2017-09-25","14630071008794.37","5560122316121.53","20190193324915.90","1","2017","4","2017","3","09","25"
"2017-09-22","14630331480226.74","5551652668735.00","20181984148961.74","1","2017","4","2017","3","09","22"
"2017-09-21","14628384646682.33","5551385212284.89","20179769858967.22","1","2017","4","2017","3","09","21"
"2017-09-20","14615129910868.64","5549678200641.26","20164808111509.90","1","2017","4","2017","3","09","20"
"2017-09-19","14613433326528.05","5559770521150.39","20173203847678.44","1","2017","4","2017","3","09","19"
"2017-09-18","14611842621457.12","5548586373662.92","20160428995120.04","1","2017","4","2017","3","09","18"
"2017-09-15","14611034425087.68","5542533460806.59","20153567885894.27","1","2017","4","2017","3","09","15"
"2017-09-14","14627258513577.20","5538208163557.51","20165466677134.71","1","2017","4","2017","3","09","14"
"2017-09-13","14624323575931.90","5535685753745.91","20160009329677.81","1","2017","4","2017","3","09","13"
"2017-09-12","14624438900751.01","5549066963311.24","20173505864062.25","1","2017","4","2017","3","09","12"
"2017-09-11","14624241429758.93","5541451312230.98","20165692741989.91","1","2017","4","2017","3","09","11"
"2017-09-08","14622661213046.99","5539515584857.14","20162176797904.13","1","2017","4","2017","3","09","08"
"2017-09-07","14410076163680.58","5434510797926.54","19844586961607.12","1","2017","4","2017","3","09","07"
"2017-09-06","14411300801153.53","5433031596205.00","19844332397358.53","1","2017","4","2017","3","09","06"
"2017-09-05","14418693678455.88","5425696570659.58","19844390249115.46","1","2017","4","2017","3","09","05"
"2017-09-01","14428250468926.45","5416371174602.17","19844621643528.62","1","2017","4","2017","3","09","01"
"2017-08-31","14381561995497.24","5462971446427.15","19844533441924.39","1","2017","4","2017","3","08","31"
"2017-08-30","14393272109801.02","5451488258564.91","19844760368365.93","1","2017","4","2017","3","08","30"
"2017-08-29","14388580918004.16","5456236119764.97","19844817037769.13","1","2017","4","2017","3","08","29"
"2017-08-28","14394393337425.27","5450480368395.16","19844873705820.43","1","2017","4","2017","3","08","28"
"2017-08-25","14397469719185.39","5447573984758.44","19845043703943.83","1","2017","4","2017","3","08","25"
"2017-08-24","14398771600092.09","5446328767032.00","19845100367124.09","1","2017","4","2017","3","08","24"
"2017-08-23","14396462390129.16","5448386994538.20","19844849384667.36","1","2017","4","2017","3","08","23"
"2017-08-22","14385378835100.31","5459527064260.12","19844905899360.43","1","2017","4","2017","3","08","22"
"2017-08-21","14391211068090.47","5453751344613.15","19844962412703.62","1","2017","4","2017","3","08","21"
"2017-08-18","14394276377882.40","5450855569155.67","19845131947038.07","1","2017","4","2017","3","08","18"
"2017-08-17","14393928425569.18","5451260034597.59","19845188460166.77","1","2017","4","2017","3","08","17"
"2017-08-16","14398781543011.79","5445902386051.67","19844683929063.46","1","2017","4","2017","3","08","16"
"2017-08-15","14387623664389.71","5457116043627.46","19844739708017.17","1","2017","4","2017","3","08","15"
"2017-08-14","14397795363378.02","5447000683363.61","19844796046741.63","1","2017","4","2017","3","08","14"
"2017-08-11","14401003833986.93","5443961315795.02","19844965149781.95","1","2017","4","2017","3","08","11"
"2017-08-10","14398550007057.28","5446471507886.88","19845021514944.16","1","2017","4","2017","3","08","10"
"2017-08-09","14399959755350.13","5444790035888.08","19844749791238.21","1","2017","4","2017","3","08","09"
"2017-08-08","14385877714057.05","5458927549326.83","19844805263383.88","1","2017","4","2017","3","08","08"
"2017-08-07","14394023898661.97","5450836835512.12","19844860734174.09","1","2017","4","2017","3","08","07"
"2017-08-04","14397065676211.26","5447961462224.19","19845027138435.45","1","2017","4","2017","3","08","04"
"2017-08-03","14398480541692.57","5446602062169.73","19845082603862.30","1","2017","4","2017","3","08","03"
"2017-08-02","14385610981667.42","5459197450989.33","19844808432656.75","1","2017","4","2017","3","08","02"
"2017-08-01","14393440219244.75","5451422700760.69","19844862920005.44","1","2017","4","2017","3","08","01"
"2017-07-31","14360944436689.72","5483964552527.37","19844908989217.09","1","2017","4","2017","3","07","31"
"2017-07-28","14375370231864.01","5469514787176.07","19844885019040.08","1","2017","4","2017","3","07","28"
"2017-07-27","14358389871592.54","5486549068758.83","19844938940351.37","1","2017","4","2017","3","07","27"
"2017-07-26","14355682166713.97","5488970342372.95","19844652509086.92","1","2017","4","2017","3","07","26"
"2017-07-25","14345435234979.05","5499269995749.96","19844705230729.01","1","2017","4","2017","3","07","25"
"2017-07-24","14354951912764.08","5489806038254.93","19844757951019.01","1","2017","4","2017","3","07","24"
"2017-07-21","14357122300739.78","5487793826687.36","19844916127427.14","1","2017","4","2017","3","07","21"
"2017-07-20","14357665909846.36","5487302942306.22","19844968852152.58","1","2017","4","2017","3","07","20"
"2017-07-19","14360485538680.47","5483972668758.09","19844458207438.56","1","2017","4","2017","3","07","19"
"2017-07-18","14347253370973.98","5497256034477.27","19844509405451.25","1","2017","4","2017","3","07","18"
"2017-07-17","14358888072664.52","5485672529453.00","19844560602117.52","1","2017","4","2017","3","07","17"
"2017-07-14","14364402489706.43","5480311695435.18","19844714185141.61","1","2017","4","2017","3","07","14"
"2017-07-13","14363442518675.95","5481322892609.30","19844765411285.25","1","2017","4","2017","3","07","13"
"2017-07-12","14364884958326.67","5479610905839.49","19844495864166.16","1","2017","4","2017","3","07","12"
"2017-07-11","14352258511505.05","5492287574761.77","19844546086266.82","1","2017","4","2017","3","07","11"
"2017-07-10","14358799042021.70","5485797264982.98","19844596307004.68","1","2017","4","2017","3","07","10"
"2017-07-07","14359968840515.11","5484778120556.44","19844746961071.55","1","2017","4","2017","3","07","07"
"2017-07-06","14362806936835.64","5481990239638.33","19844797176473.97","1","2017","4","2017","3","07","06"
"2017-07-05","14363321751422.49","5481203594889.85","19844525346312.34","1","2017","4","2017","3","07","05"
"2017-07-03","14377732162346.22","5466891718910.72","19844623881256.94","1","2017","4","2017","3","07","03"
"2017-06-30","14366186344565.70","5478367838085.63","19844554182651.33","1","2017","3","2017","2","06","30"
"2017-06-29","14307903159240.91","5538439733851.63","19846342893092.54","1","2017","3","2017","2","06","29"
"2017-06-28","14306866755383.15","5539213290244.32","19846080045627.47","1","2017","3","2017","2","06","28"
"2017-06-27","14292036016954.82","5554092606167.69","19846128623122.51","1","2017","3","2017","2","06","27"
"2017-06-26","14297090967426.01","5549086231832.33","19846177199258.34","1","2017","3","2017","2","06","26"
"2017-06-23","14306066164695.03","5540256775785.60","19846322940480.63","1","2017","3","2017","2","06","23"
"2017-06-22","14306623483151.17","5539748029471.99","19846371512623.16","1","2017","3","2017","2","06","22"
"2017-06-21","14307331533813.17","5538532407029.13","19845863940842.30","1","2017","3","2017","2","06","21"
"2017-06-20","14296913903538.28","5548997741997.13","19845911645535.41","1","2017","3","2017","2","06","20"
